Standortname;PLZ;Standplatz-Bezeichnung_Internet;Latitude;Longitude;Title
München-Berg am Laim;81673;Bahnsteig;48,1262953;11,6330728;Bahnsteig - München-Berg am Laim - 81673
München-Perlach;81737;Bahnsteig;48,0966931;11,6274071;Bahnsteig - München-Perlach - 81737
München-Perlach;81737;Bahnsteig;48,0966931;11,6274071;Bahnsteig - München-Perlach - 81737
München-Fasangarten;81737;Bahnsteig Ri. München;48,0966931;11,6274071;Bahnsteig Ri. München - München-Fasangarten - 81737
München-Fasangarten;81737;Bahnsteig Ri. Holzkirchen;48,0966931;11,6274071;Bahnsteig Ri. Holzkirchen - München-Fasangarten - 81737
München-Neuperlach Süd;81739;Eingang;48,0900706;11,6674998;Eingang - München-Neuperlach Süd - 81739
München-Trudering;81825;Bahnsteig;48,1216138;11,6542179;Bahnsteig - München-Trudering - 81825
Gronsdorf;81827;Bahnsteig;48,1080654;11,6881729;Bahnsteig - Gronsdorf - 81827
Gronsdorf;81827;Bahnsteig;48,1080654;11,6881729;Bahnsteig - Gronsdorf - 81827
München-Riem;81829;Bahnsteig Ri. Erding;48,1383204;11,6875629;Bahnsteig Ri. Erding - München-Riem - 81829
München-Riem;81829;Bahnsteig Ri. München;48,1383204;11,6875629;Bahnsteig Ri. München - München-Riem - 81829
München-Riem;81829;Bahnsteig Ri. München;48,1383204;11,6875629;Bahnsteig Ri. München - München-Riem - 81829
München-Englschalking;81925;Bahnsteig Ri. Flughafen;48,1626868;11,6217484;Bahnsteig Ri. Flughafen - München-Englschalking - 81925
München-Johanneskirchen;81925;Bahnsteig;48,1626868;11,6217484;Bahnsteig - München-Johanneskirchen - 81925
München-Johanneskirchen;81925;Bahnsteig;48,1626868;11,6217484;Bahnsteig - München-Johanneskirchen - 81925
München-Englschalking;81925;Bahnsteig Ri. München;48,1626868;11,6217484;Bahnsteig Ri. München - München-Englschalking - 81925
München-Daglfing;81929;Bahnsteig;48,1615357;11,6575866;Bahnsteig - München-Daglfing - 81929
München-Daglfing;81929;Bahnsteig;48,1615357;11,6575866;Bahnsteig - München-Daglfing - 81929
Fasanenpark;82008;Bahnsteig Ri. München;48,0650187;11,6175943;Bahnsteig Ri. München - Fasanenpark - 82008
Unterhaching;82008;Bahnsteig Ri. Holzkirchen;48,0650187;11,6175943;Bahnsteig Ri. Holzkirchen - Unterhaching - 82008
Unterhaching;82008;Bahnsteig Ri. München;48,0650187;11,6175943;Bahnsteig Ri. München - Unterhaching - 82008
Unterhaching;82008;Bahnsteig Ri. München;48,0650187;11,6175943;Bahnsteig Ri. München - Unterhaching - 82008
Fasanenpark;82008;Bahnsteig Ri. Holzkirchen;48,0650187;11,6175943;Bahnsteig Ri. Holzkirchen - Fasanenpark - 82008
Taufkirchen;82024;Bahnsteig Ri. Holzkirchen;48,0389787;11,6265608;Bahnsteig Ri. Holzkirchen - Taufkirchen - 82024
Taufkirchen;82024;Bahnsteig Ri. München;48,0389787;11,6265608;Bahnsteig Ri. München - Taufkirchen - 82024
Taufkirchen;82024;Bahnsteig Ri. München;48,0389787;11,6265608;Bahnsteig Ri. München - Taufkirchen - 82024
Deisenhofen;82041;Bahnsteig Gl. 1/2;48,0248492;11,5681464;Bahnsteig Gl. 1/2 - Deisenhofen - 82041
Furth;82041;Bahnsteig Ri. München;48,0248492;11,5681464;Bahnsteig Ri. München - Furth - 82041
Deisenhofen;82041;Bahnsteig Gl. 1/2;48,0248492;11,5681464;Bahnsteig Gl. 1/2 - Deisenhofen - 82041
Großhesselohe-IsaAutomatlbahnhof;82049;Bahnsteig;48,0574504;11,519143;Bahnsteig - Großhesselohe-IsaAutomatlbahnhof - 82049
Pullach;82049;Bahnsteig Ri. Wolfratshausen;48,0574504;11,519143;Bahnsteig Ri. Wolfratshausen - Pullach - 82049
Pullach;82049;Bahnsteig Ri. München;48,0574504;11,519143;Bahnsteig Ri. München - Pullach - 82049
Höllriegelskreuth;82049;Bahnsteig;48,0574504;11,519143;Bahnsteig - Höllriegelskreuth - 82049
Sauerlach;82054;Bahnsteig Ri. Holzkirchen;47,9567664;11,6450841;Bahnsteig Ri. Holzkirchen - Sauerlach - 82054
Sauerlach;82054;Bahnsteig Ri. München;47,9567664;11,6450841;Bahnsteig Ri. München - Sauerlach - 82054
Icking;82057;Bahnsteig Ri. München;47,9441316;11,4237607;Bahnsteig Ri. München - Icking - 82057
Icking;82057;Bahnsteig Ri. Wolfratshausen;47,9441316;11,4237607;Bahnsteig Ri. Wolfratshausen - Icking - 82057
Buchenhain;82065;Bahnsteig;48,0186914;11,4803158;Bahnsteig - Buchenhain - 82065
Baierbrunn;82065;Bahnsteig;48,0186914;11,4803158;Bahnsteig - Baierbrunn - 82065
Ebenhausen-Schäftlarn;82067;Bahnsteig;47,9786773;11,4541663;Bahnsteig - Ebenhausen-Schäftlarn - 82067
Hohenschäftlarn;82069;Bahnsteig;47,9902896;11,4574334;Bahnsteig - Hohenschäftlarn - 82069
Germering-Unterpfaffenhofen;82110;Zugang Bahnsteig;48,1316939;11,3556855;Zugang Bahnsteig - Germering-Unterpfaffenhofen - 82110
Germering-Unterpfaffenhofen;82110;Bahnsteig Gl. 2/3;48,1316939;11,3556855;Bahnsteig Gl. 2/3 - Germering-Unterpfaffenhofen - 82110
Harthaus;82110;Bahnsteig Ri. München;48,1316939;11,3556855;Bahnsteig Ri. München - Harthaus - 82110
Harthaus;82110;Bahnsteig Ri. München;48,1316939;11,3556855;Bahnsteig Ri. München - Harthaus - 82110
Harthaus;82110;Bahnsteig Ri. München;48,1316939;11,3556855;Bahnsteig Ri. München - Harthaus - 82110
Harthaus;82110;Bahnsteig Ri. Herrsching;48,1316939;11,3556855;Bahnsteig Ri. Herrsching - Harthaus - 82110
Germering-Unterpfaffenhofen;82110;Bahnsteig Gl. 2/3;48,1316939;11,3556855;Bahnsteig Gl. 2/3 - Germering-Unterpfaffenhofen - 82110
Germering-Unterpfaffenhofen;82110;Bahnsteig Gl. 2/3;48,1316939;11,3556855;Bahnsteig Gl. 2/3 - Germering-Unterpfaffenhofen - 82110
Gauting;82131;Bahnsteig Gl. 4/5;48,0644849;11,3744084;Bahnsteig Gl. 4/5 - Gauting - 82131
Gauting;82131;Bahnsteig Gl. 4/5;48,0644849;11,3744084;Bahnsteig Gl. 4/5 - Gauting - 82131
Stockdorf;82131;Zugang Bahnsteig;48,0644849;11,3744084;Zugang Bahnsteig - Stockdorf - 82131
Stockdorf;82131;Zugang Bahnsteig;48,0644849;11,3744084;Zugang Bahnsteig - Stockdorf - 82131
Gauting;82131;Bahnsteig Gl. 4/5;48,0644849;11,3744084;Bahnsteig Gl. 4/5 - Gauting - 82131
Esting;82140;Bahnsteig;48,2128791;11,3490674;Bahnsteig - Esting - 82140
Olching;82140;Bahnhofshalle;48,2128791;11,3490674;Bahnhofshalle - Olching - 82140
Olching;82140;Bahnhofshalle;48,2128791;11,3490674;Bahnhofshalle - Olching - 82140
Olching;82140;Bahnsteig;48,2128791;11,3490674;Bahnsteig - Olching - 82140
Planegg;82152;Bahnsteig;48,1073175;11,3983182;Bahnsteig - Planegg - 82152
Planegg;82152;Bahnsteig;48,1073175;11,3983182;Bahnsteig - Planegg - 82152
Gräfelfing;82166;Bahnsteig;48,1241099;11,4314056;Bahnsteig - Gräfelfing - 82166
Gräfelfing;82166;Bahnsteig;48,1241099;11,4314056;Bahnsteig - Gräfelfing - 82166
Lochham;82166;Bahnsteig;48,1241099;11,4314056;Bahnsteig - Lochham - 82166
Lochham;82166;Bahnsteig;48,1241099;11,4314056;Bahnsteig - Lochham - 82166
Puchheim;82178;Zugang Bahnsteig;48,1632257;11,3421615;Zugang Bahnsteig - Puchheim - 82178
Puchheim;82178;Bahnsteig;48,1632257;11,3421615;Bahnsteig - Puchheim - 82178
Puchheim;82178;Bahnsteig;48,1632257;11,3421615;Bahnsteig - Puchheim - 82178
Puchheim;82178;Zugang Bahnsteig;48,1632257;11,3421615;Zugang Bahnsteig - Puchheim - 82178
Gröbenzell;82194;Bahnsteig;48,1924664;11,3769838;Bahnsteig - Gröbenzell - 82194
Gröbenzell;82194;Bahnsteig;48,1924664;11,3769838;Bahnsteig - Gröbenzell - 82194
Gröbenzell;82194;Bahnsteig;48,1924664;11,3769838;Bahnsteig - Gröbenzell - 82194
Gilching-Argelsried;82205;Bahnsteig;48,1156672;11,2640182;Bahnsteig - Gilching-Argelsried - 82205
Neugilching;82205;Bahnsteig Ri. Herrsching;48,1156672;11,2640182;Bahnsteig Ri. Herrsching - Neugilching - 82205
Neugilching;82205;Bahnsteig Ri. München;48,1156672;11,2640182;Bahnsteig Ri. München - Neugilching - 82205
Geisenbrunn;82205;Bahnsteig Ri. Herrsching;48,1156672;11,2640182;Bahnsteig Ri. Herrsching - Geisenbrunn - 82205
Geisenbrunn;82205;Bahnsteig Ri. München;48,1156672;11,2640182;Bahnsteig Ri. München - Geisenbrunn - 82205
Gilching-Argelsried;82205;Bahnsteig;48,1156672;11,2640182;Bahnsteig - Gilching-Argelsried - 82205
Herrsching;82211;Bahnsteig;48,0088938;11,1756864;Bahnsteig - Herrsching - 82211
Herrsching;82211;Bahnsteig;48,0088938;11,1756864;Bahnsteig - Herrsching - 82211
Gernlinden;82216;Bahnsteig;48,2283854;11,2435757;Bahnsteig - Gernlinden - 82216
Malching;82216;Bahnsteig;48,2283854;11,2435757;Bahnsteig - Malching - 82216
Maisach;82216;Bahnsteig;48,2283854;11,2435757;Bahnsteig - Maisach - 82216
Maisach;82216;Bahnsteig;48,2283854;11,2435757;Bahnsteig - Maisach - 82216
Eichenau;82223;Bahnsteig Ri. Geltendorf;48,1722632;11,3222831;Bahnsteig Ri. Geltendorf - Eichenau - 82223
Eichenau;82223;Bahnsteig Ri. München;48,1722632;11,3222831;Bahnsteig Ri. München - Eichenau - 82223
Eichenau;82223;Bahnsteig Ri. München;48,1722632;11,3222831;Bahnsteig Ri. München - Eichenau - 82223
Seefeld-Hechendorf;82229;Bahnsteig;48,038361;11,2330897;Bahnsteig - Seefeld-Hechendorf - 82229
Weßling;82234;Bahnsteig;48,0745108;11,2737002;Bahnsteig - Weßling - 82234
Weßling;82234;Bahnsteig;48,0745108;11,2737002;Bahnsteig - Weßling - 82234
Steinebach;82237;Bahnsteig;48,0669968;11,2020656;Bahnsteig - Steinebach - 82237
Fürstenfeldbruck;82256;Bahnsteig Gl. 3/4;48,1787069;11,23683;Bahnsteig Gl. 3/4 - Fürstenfeldbruck - 82256
Fürstenfeldbruck;82256;Bahnsteig Gl. 3/4;48,1787069;11,23683;Bahnsteig Gl. 3/4 - Fürstenfeldbruck - 82256
Buchenau;82256;Bahnsteig Gleis 2;48,1787069;11,23683;Bahnsteig Gleis 2 - Buchenau - 82256
Buchenau;82256;Zugang Bahnsteig;48,1787069;11,23683;Zugang Bahnsteig - Buchenau - 82256
Buchenau;82256;Bahnsteig Gleis 3;48,1787069;11,23683;Bahnsteig Gleis 3 - Buchenau - 82256
Geltendorf;82269;Bahnsteig Gl. 1;48,1427211;10,9872306;Bahnsteig Gl. 1 - Geltendorf - 82269
Geltendorf;82269;Bahnsteig Gl. 1;48,1427211;10,9872306;Bahnsteig Gl. 1 - Geltendorf - 82269
Althegnenberg;82278;Bahnsteig;48,2357426;11,0665452;Bahnsteig - Althegnenberg - 82278
Grafrath;82284;Bahnsteig;48,1201379;11,1676608;Bahnsteig - Grafrath - 82284
Grafrath;82284;Bahnsteig;48,1201379;11,1676608;Bahnsteig - Grafrath - 82284
Haspelmoor;82285;Bahnsteig;48,2268548;11,1052363;Bahnsteig - Haspelmoor - 82285
Mammendorf;82291;Zugang Bahnsteig;48,2105768;11,1674782;Zugang Bahnsteig - Mammendorf - 82291
Mammendorf;82291;Unterführung;48,2105768;11,1674782;Unterführung - Mammendorf - 82291
Schöngeising;82296;Bahnsteig;48,1370145;11,200538;Bahnsteig - Schöngeising - 82296
Türkenfeld;82299;Bahnsteig;48,1052837;11,0830064;Bahnsteig - Türkenfeld - 82299
Starnberg Nord;82319;Bahnsteig Ri. München;48,0090878;11,3258686;Bahnsteig Ri. München - Starnberg Nord - 82319
Starnberg Nord;82319;Bahnhofshalle;48,0090878;11,3258686;Bahnhofshalle - Starnberg Nord - 82319
Starnberg Nord;82319;Bahnsteig Ri. Tutzing;48,0090878;11,3258686;Bahnsteig Ri. Tutzing - Starnberg Nord - 82319
Starnberg Nord;82319;Bahnsteig Ri. München;48,0090878;11,3258686;Bahnsteig Ri. München - Starnberg Nord - 82319
Starnberg;82319;Bahnsteig Gl. 4/5;48,0090878;11,3258686;Bahnsteig Gl. 4/5 - Starnberg - 82319
Starnberg;82319;Bahnsteig Gl. 2/3;48,0090878;11,3258686;Bahnsteig Gl. 2/3 - Starnberg - 82319
Starnberg;82319;Bahnsteig Gl. 4/5;48,0090878;11,3258686;Bahnsteig Gl. 4/5 - Starnberg - 82319
Tutzing;82327;Bahnsteig Gl. 2/3;47,895911;11,2543569;Bahnsteig Gl. 2/3 - Tutzing - 82327
Tutzing;82327;Bahnsteig Gl. 1;47,895911;11,2543569;Bahnsteig Gl. 1 - Tutzing - 82327
Tutzing;82327;Bahnsteig Gl. 1;47,895911;11,2543569;Bahnsteig Gl. 1 - Tutzing - 82327
Tutzing;82327;Bahnhofshalle;47,895911;11,2543569;Bahnhofshalle - Tutzing - 82327
Feldafing;82340;Bahnsteig Ri. München;47,9462473;11,2889549;Bahnsteig Ri. München - Feldafing - 82340
Feldafing;82340;Bahnsteig Ri. Tutzing;47,9462473;11,2889549;Bahnsteig Ri. Tutzing - Feldafing - 82340
Possenhofen;82343;Bahnsteig;47,9664398;11,3000857;Bahnsteig - Possenhofen - 82343
Bernried;82347;Bahnsteig;47,8591194;11,2721431;Bahnsteig - Bernried - 82347
Weilheim(Oberbay);82362;Bahnhofshalle;47,8455338;11,1563609;Bahnhofshalle - Weilheim(Oberbay) - 82362
Weilheim(Oberbay);82362;Bahnsteig;47,8455338;11,1563609;Bahnsteig - Weilheim(Oberbay) - 82362
Weilheim(Oberbay);82362;Bahnhofshalle;47,8455338;11,1563609;Bahnhofshalle - Weilheim(Oberbay) - 82362
Penzberg;82377;Bahnsteig;47,7630977;11,3829463;Bahnsteig - Penzberg - 82377
Huglfing;82386;Bahnsteig;47,768579;11,1259042;Bahnsteig - Huglfing - 82386
Iffeldorf;82393;Bahnsteig;47,7897893;11,3157794;Bahnsteig - Iffeldorf - 82393
Seeshaupt;82402;Bahnsteig;47,8139762;11,2735471;Bahnsteig - Seeshaupt - 82402
Murnau;82418;Bahnhofshalle;47,6819779;11,1949681;Bahnhofshalle - Murnau - 82418
Murnau;82418;Zugang Bahnsteig;47,6819779;11,1949681;Zugang Bahnsteig - Murnau - 82418
Kochel;82431;Zugang Bahnsteig;47,6646834;11,3691093;Zugang Bahnsteig - Kochel - 82431
Bad Kohlgrub;82433;Zugang Bahnsteig;47,6668311;11,0505781;Zugang Bahnsteig - Bad Kohlgrub - 82433
Eschenlohe;82439;Bahnsteig Gl. 1;47,6913111;11,3021415;Bahnsteig Gl. 1 - Eschenlohe - 82439
Ohlstadt;82441;Bahnsteig;47,638716;11,2293903;Bahnsteig - Ohlstadt - 82441
Uffing a.Staffelsee;82449;Bahnsteig Gl.1;47,7109292;11,103149;Bahnsteig Gl.1 - Uffing a.Staffelsee - 82449
Garmisch-Partenk.;82467;Bahnsteig;47,4820569;11,102979;Bahnsteig - Garmisch-Partenk. - 82467
Garmisch-Partenk.;82467;Bahnhofshalle;47,4820569;11,102979;Bahnhofshalle - Garmisch-Partenk. - 82467
Garmisch-Partenk.;82467;Bahnhofshalle;47,4820569;11,102979;Bahnhofshalle - Garmisch-Partenk. - 82467
Mittenwald;82481;Zugang Bahnsteig;47,441269;11,264054;Zugang Bahnsteig - Mittenwald - 82481
Mittenwald;82481;Zugang Bahnsteig;47,441269;11,264054;Zugang Bahnsteig - Mittenwald - 82481
Oberammergau;82487;Zugang Bahnsteig;47,5958004;11,0578615;Zugang Bahnsteig - Oberammergau - 82487
Farchant;82490;Bahnsteig;47,5286738;11,1342039;Bahnsteig - Farchant - 82490
Klais;82493;Bahnsteig;47,4860799;11,2136541;Bahnsteig - Klais - 82493
Oberau;82496;Bahnsteig;47,5627817;11,1412616;Bahnsteig - Oberau - 82496
Wolfratshausen;82515;Bahnhofshalle;47,9139845;11,4245772;Bahnhofshalle - Wolfratshausen - 82515
Wolfratshausen;82515;Bahnhofshalle;47,9139845;11,4245772;Bahnhofshalle - Wolfratshausen - 82515
Wolfratshausen;82515;Bahnhofshalle;47,9139845;11,4245772;Bahnhofshalle - Wolfratshausen - 82515
Rosenheim;83022;SüdpoAutomatl;47,8532062;12,1312803;SüdpoAutomatl - Rosenheim - 83022
Rosenheim;83022;Bahnhofshalle;47,8532062;12,1312803;Bahnhofshalle - Rosenheim - 83022
Rosenheim;83022;Bahnhofshalle;47,8532062;12,1312803;Bahnhofshalle - Rosenheim - 83022
Rosenheim;83022;Bahnhofshalle;47,8532062;12,1312803;Bahnhofshalle - Rosenheim - 83022
Rosenheim Hochschule;83024;Bahnsteig;47,8641011;12,0996641;Bahnsteig - Rosenheim Hochschule - 83024
Bad Endorf(Oberbay);83093;Hausbahnsteig;47,9066615;12,3101231;Hausbahnsteig - Bad Endorf(Oberbay) - 83093
Schechen;83135;Bahnsteig;47,9270748;12,1242777;Bahnsteig - Schechen - 83135
Prien a.Chiemsee;83209;Bahnsteig;47,8573213;12,3945873;Bahnsteig - Prien a.Chiemsee - 83209
Prien a.Chiemsee;83209;Bahnhofshalle;47,8573213;12,3945873;Bahnhofshalle - Prien a.Chiemsee - 83209
Aschau(Chiemgau);83229;Bahnsteig;47,7805396;12,3243816;Bahnsteig - Aschau(Chiemgau) - 83229
Traunstein Klinikum;83278;Bahnsteig;47,8854132;12,6400382;Bahnsteig - Traunstein Klinikum - 83278
Traunstein;83278;Bahnsteig Gl. 3/5;47,8854132;12,6400382;Bahnsteig Gl. 3/5 - Traunstein - 83278
Traunstein;83278;Bahnhofshalle;47,8854132;12,6400382;Bahnhofshalle - Traunstein - 83278
Hörpolding;83301;Zugang Bahnsteig;47,9527301;12,5768605;Zugang Bahnsteig - Hörpolding - 83301
Traunreut;83301;Bahnsteig;47,9527301;12,5768605;Bahnsteig - Traunreut - 83301
Trostberg;83308;Zugang Bahnsteig;48,0377303;12,581574;Zugang Bahnsteig - Trostberg - 83308
Waging;83329;Bahnsteig;47,9440312;12,6999395;Bahnsteig - Waging - 83329
Tacherting;83342;Bahnsteig;48,0874083;12,4966963;Bahnsteig - Tacherting - 83342
Schalchen;83342;Bahnsteig;48,0874083;12,4966963;Bahnsteig - Schalchen - 83342
Altenmarkt (Alz);83352;Bahnsteig;48,0078156;12,4879687;Bahnsteig - Altenmarkt (Alz) - 83352
Freilassing;83395;Bahnsteig 1;47,8480123;12,9707896;Bahnsteig 1 - Freilassing - 83395
Freilassing;83395;Bahnhofshalle;47,8480123;12,9707896;Bahnhofshalle - Freilassing - 83395
Laufen(Oberbay);83410;Zugang Bahnsteig;47,9238883;12,8783479;Zugang Bahnsteig - Laufen(Oberbay) - 83410
Fridolfing;83413;Bahnhofshalle;47,9899567;12,8281112;Bahnhofshalle - Fridolfing - 83413
Kirchanschöring;83417;Bahnsteig;47,9529523;12,834553;Bahnsteig - Kirchanschöring - 83417
Wasserburg(Inn)Bahnhof;83512;Bahnsteig;48,0547345;12,1954235;Bahnsteig - Wasserburg(Inn)Bahnhof - 83512
Edling;83533;Bahnsteig;48,0588233;12,1573085;Bahnsteig - Edling - 83533
Forsting;83539;Bahnsteig;48,0543534;12,1090878;Bahnsteig - Forsting - 83539
Rott (Inn);83543;Bahnsteig;47,9860624;12,1324549;Bahnsteig - Rott (Inn) - 83543
Gars(Inn);83555;Zugang Bahnsteig;48,144062;12,3010879;Zugang Bahnsteig - Gars(Inn) - 83555
Ramerberg;83561;Bahnsteig;48,0169473;12,1491331;Bahnsteig - Ramerberg - 83561
Soyen;83564;Bahnsteig;48,1077102;12,2103641;Bahnsteig - Soyen - 83564
Holzkirchen;83607;Bahnsteig Gl. 4/5;47,8720967;11,6886436;Bahnsteig Gl. 4/5 - Holzkirchen - 83607
Holzkirchen;83607;Bahnsteig Gl. 2/3;47,8720967;11,6886436;Bahnsteig Gl. 2/3 - Holzkirchen - 83607
Holzkirchen;83607;Bahnsteig Gl. 1;47,8720967;11,6886436;Bahnsteig Gl. 1 - Holzkirchen - 83607
Otterfing;83624;Bahnsteig;47,9131233;11,6794713;Bahnsteig - Otterfing - 83624
Kreuzstraße;83626;Bahnsteig;47,889636;11,7692039;Bahnsteig - Kreuzstraße - 83626
Benediktbeuern;83671;Bahnsteig;47,6763387;11,4516168;Bahnsteig - Benediktbeuern - 83671
Bichl;83673;Bahnsteig;47,7105129;11,4590368;Bahnsteig - Bichl - 83673
Landshut(Bay)Hbf;84032;Bahnsteig;48,5536867;12,1051128;Bahnsteig - Landshut(Bay)Hbf - 84032
Landshut(Bay)Hbf;84032;Bahnsteig;48,5536867;12,1051128;Bahnsteig - Landshut(Bay)Hbf - 84032
Landshut(Bay)Hbf;84032;Bahnsteig;48,5536867;12,1051128;Bahnsteig - Landshut(Bay)Hbf - 84032
Landshut(Bay)Hbf;84032;Unterführung;48,5536867;12,1051128;Unterführung - Landshut(Bay)Hbf - 84032
Landshut(Bay)Hbf;84032;Unterführung;48,5536867;12,1051128;Unterführung - Landshut(Bay)Hbf - 84032
Landshut(Bay)Süd;84036;Bahnsteig;48,5236479;12,2053632;Bahnsteig - Landshut(Bay)Süd - 84036
Ergoldsbach;84061;Bahnsteig Ri. Landshut;48,6845665;12,2215126;Bahnsteig Ri. Landshut - Ergoldsbach - 84061
Mallersdorf;84066;Bahnsteig;48,7652017;12,2296189;Bahnsteig - Mallersdorf - 84066
Niederlindhart;84066;Zugang Bahnsteig;48,7652017;12,2296189;Zugang Bahnsteig - Niederlindhart - 84066
Eggmühl;84069;Bahnsteig;48,8347991;12,1512512;Bahnsteig - Eggmühl - 84069
Bruckberg;84079;Bahnsteig;48,5226346;11,9926998;Bahnsteig - Bruckberg - 84079
Gündlkofen;84079;Bahnsteig;48,5226346;11,9926998;Bahnsteig - Gündlkofen - 84079
Laberweinting;84082;Zugang Bahnsteig;48,7651356;12,3247607;Zugang Bahnsteig - Laberweinting - 84082
Neufahrn(Niederbay);84088;Bahnsteig;48,7318091;12,1607846;Bahnsteig - Neufahrn(Niederbay) - 84088
Wörth(Isar);84109;Zugang Bahnsteig;48,628251;12,3425009;Zugang Bahnsteig - Wörth(Isar) - 84109
Dingolfing;84130;Bahnsteig;48,6147725;12,4892238;Bahnsteig - Dingolfing - 84130
Dingolfing;84130;Bahnsteig;48,6147725;12,4892238;Bahnsteig - Dingolfing - 84130
Vilsbiburg;84137;Bahnsteig;48,4377729;12,3430106;Bahnsteig - Vilsbiburg - 84137
Geisenhausen;84144;Bahnsteig;48,4744377;12,25706;Bahnsteig - Geisenhausen - 84144
Aich;84155;Bahnsteig;48,4017584;12,39452;Bahnsteig - Aich - 84155
Eggenfelden;84307;Bahnsteig;48,403296;12,7469045;Bahnsteig - Eggenfelden - 84307
Eggenfelden Mitte;84307;Bahnsteig;48,403296;12,7469045;Bahnsteig - Eggenfelden Mitte - 84307
Massing;84323;Bahnsteig;48,3950459;12,6145132;Bahnsteig - Massing - 84323
Hebertsfelden;84332;Zugang Bahnsteig;48,4360732;12,8162245;Zugang Bahnsteig - Hebertsfelden - 84332
Pfarrkirchen;84347;Bahnsteig;48,4406719;12,9545287;Bahnsteig - Pfarrkirchen - 84347
