Standortname;PLZ;Standplatz-Bezeichnung_Internet;Latitude;Longitude;Title
Aschaffenburg Hbf;63739;Unterführung Nord;49,9781948;9,1665422;Unterführung Nord - Aschaffenburg Hbf - 63739
Aschaffenburg Hbf;63739;Reisezentrum;49,9781948;9,1665422;Reisezentrum - Aschaffenburg Hbf - 63739
Aschaffenburg Hbf;63739;Bahnhofshalle;49,9781948;9,1665422;Bahnhofshalle - Aschaffenburg Hbf - 63739
Obernau;63743;Bahnsteig;49,9497024;9,1671894;Bahnsteig - Obernau - 63743
Hösbach;63768;Bahnsteig;50,0338594;9,2148331;Bahnsteig - Hösbach - 63768
Glanzstoffwerke;63785;Bahnsteig;49,834429;9,1228902;Bahnsteig - Glanzstoffwerke - 63785
Dettingen (Main);63791;Bahnsteig Gl. 1;50,045973;9,0288304;Bahnsteig Gl. 1 - Dettingen (Main) - 63791
Dettingen (Main);63791;Bahnsteig Ri. Hanau;50,045973;9,0288304;Bahnsteig Ri. Hanau - Dettingen (Main) - 63791
Kahl (Main);63796;Bahnhofshalle;50,0861406;9,0118247;Bahnhofshalle - Kahl (Main) - 63796
Klein Ostheim;63801;Bahnsteig Gl. 1;50,019441;9,0701577;Bahnsteig Gl. 1 - Klein Ostheim - 63801
Klein Ostheim;63801;Bahnsteig Gl. 2/3;50,019441;9,0701577;Bahnsteig Gl. 2/3 - Klein Ostheim - 63801
Stockstadt (Main);63811;Bahnsteig;49,9800993;9,0441234;Bahnsteig - Stockstadt (Main) - 63811
Mainaschaff;63814;Zugang Bahnsteig;49,9820397;9,0856625;Zugang Bahnsteig - Mainaschaff - 63814
Obernburg-Elsenfeld;63820;Bahnsteig Gl. 2/3;49,8282668;9,2004076;Bahnsteig Gl. 2/3 - Obernburg-Elsenfeld - 63820
Sulzbach (Main);63834;Zugang Bahnsteig;49,9116454;9,1557511;Zugang Bahnsteig - Sulzbach (Main) - 63834
Kleinwallstadt;63839;Bahnsteig Gl. 1;49,8660512;9,1796385;Bahnsteig Gl. 1 - Kleinwallstadt - 63839
Laufach;63846;Zugang Unterführung;50,011946;9,294392;Zugang Unterführung - Laufach - 63846
Heigenbrücken;63869;Bahnsteig;50,0278731;9,3752696;Bahnsteig - Heigenbrücken - 63869
Miltenberg;63897;Zugang Bahnsteig;49,6752585;9,308806;Zugang Bahnsteig - Miltenberg - 63897
Breitendiel;63897;Bahnsteig;49,6752585;9,308806;Bahnsteig - Breitendiel - 63897
Erlenbach (Main);63906;Bahnsteig;49,8157575;9,1631637;Bahnsteig - Erlenbach (Main) - 63906
Klingenberg (Main);63911;Bahnsteig Gl. 1;49,7679621;9,1806167;Bahnsteig Gl. 1 - Klingenberg (Main) - 63911
Amorbach;63916;Bahnsteig Gl. 1;49,6379059;9,1974139;Bahnsteig Gl. 1 - Amorbach - 63916
Kleinheubach;63924;Bahnsteig;49,7201434;9,2159396;Bahnsteig - Kleinheubach - 63924
Laudenbach am Main;63925;Zugang Bahnsteig;49,744349;9,1746881;Zugang Bahnsteig - Laudenbach am Main - 63925
Schneeberg im Odenwald;63936;Bahnsteig;49,6403924;9,2472502;Bahnsteig - Schneeberg im Odenwald - 63936
Weilbach (Unterfr);63937;Bahnsteig;49,6686309;9,2103516;Bahnsteig - Weilbach (Unterfr) - 63937
Wörth (Main);63939;Bahnsteig;49,7955315;9,1547643;Bahnsteig - Wörth (Main) - 63939
Darmstadt Hbf;64293;Empfangsgebäude;49,8776347;8,6285366;Empfangsgebäude - Darmstadt Hbf - 64293
Bensheim-Auerbach;64625;Bahnsteig;49,6870434;8,6288564;Bahnsteig - Bensheim-Auerbach - 64625
Bensheim;64625;Empfangsgebäude;49,6870434;8,6288564;Empfangsgebäude - Bensheim - 64625
Bensheim;64625;Empfangsgebäude;49,6870434;8,6288564;Empfangsgebäude - Bensheim - 64625
Bensheim;64625;Personenunterführung Süd;49,6870434;8,6288564;Personenunterführung Süd - Bensheim - 64625
Heppenheim (Bergstr);64646;Bahnsteig 1;49,6430169;8,6675419;Bahnsteig 1 - Heppenheim (Bergstr) - 64646
Heppenheim (Bergstr);64646;Bahnsteig 2;49,6430169;8,6675419;Bahnsteig 2 - Heppenheim (Bergstr) - 64646
Lorsch;64653;Zugang Bahnsteig;49,6506474;8,5654892;Zugang Bahnsteig - Lorsch - 64653
Fürth (Odenw);64658;Bahnsteig;49,649523;8,7838344;Bahnsteig - Fürth (Odenw) - 64658
Lörzenbach-Fahrenbach;64658;Bahnsteig;49,649523;8,7838344;Bahnsteig - Lörzenbach-Fahrenbach - 64658
Rimbach;64668;Bahnsteig;49,6239478;8,7601933;Bahnsteig - Rimbach - 64668
Zotzenbach;64668;Bahnsteig;49,6239478;8,7601933;Bahnsteig - Zotzenbach - 64668
Zwingenberg;64673;Zugang Bahnsteig 1;49,7259795;8,6122022;Zugang Bahnsteig 1 - Zwingenberg - 64673
Wiesbaden Hbf;65189;Empfangsgebäude;50,0726721;8,2570237;Empfangsgebäude - Wiesbaden Hbf - 65189
Limburg Süd;65552;Bahnsteig 1;50,3897423;8,0993147;Bahnsteig 1 - Limburg Süd - 65552
Balduinstein;65558;Zugang Bahnsteig;50,354902;8,0486556;Zugang Bahnsteig - Balduinstein - 65558
Diez;65582;Bahnsteig;50,3775374;8,013231;Bahnsteig - Diez - 65582
Fachingen (Lahn);65626;Zugang Bahnsteig;50,3552824;7,9969665;Zugang Bahnsteig - Fachingen (Lahn) - 65626
Saarbrücken;66111;Empfangsgebäude;49,2373226;6,9990459;Empfangsgebäude - Saarbrücken - 66111
Saarbrücken;66111;Nordausgang;49,2373226;6,9990459;Nordausgang - Saarbrücken - 66111
Saarbrücken;66111;Empfangsgebäude;49,2373226;6,9990459;Empfangsgebäude - Saarbrücken - 66111
Saarbrücken;66111;Empfangsgebäude;49,2373226;6,9990459;Empfangsgebäude - Saarbrücken - 66111
Saarbrücken;66111;Empfangsgebäude;49,2373226;6,9990459;Empfangsgebäude - Saarbrücken - 66111
Saarbrücken;66111;Empfangsgebäude;49,2373226;6,9990459;Empfangsgebäude - Saarbrücken - 66111
Saarbrücken;66111;Reisezentrum;49,2373226;6,9990459;Reisezentrum - Saarbrücken - 66111
Saarbrücken;66111;Empfangsgebäude;49,2373226;6,9990459;Empfangsgebäude - Saarbrücken - 66111
Saarbrücken;66111;Empfangsgebäude;49,2373226;6,9990459;Empfangsgebäude - Saarbrücken - 66111
Burbach Mitte;66115;Bahnsteig 1;49,2866609;6,9831414;Bahnsteig 1 - Burbach Mitte - 66115
Saarbrücken-Burbach;66115;Bahnsteig;49,2866609;6,9831414;Bahnsteig - Saarbrücken-Burbach - 66115
Burbach Mitte;66115;Bahnsteig 2;49,2866609;6,9831414;Bahnsteig 2 - Burbach Mitte - 66115
Schafbrücke;66121;Bahnsteig;49,2296839;7,0409029;Bahnsteig - Schafbrücke - 66121
Saarbrücken Ost;66123;Bahnsteig 1/2;49,2489232;7,017559;Bahnsteig 1/2 - Saarbrücken Ost - 66123
Scheidt (S);66133;Bahnsteig;49,2459115;7,0668599;Bahnsteig - Scheidt (S) - 66133
Völklingen (Saar);66333;Zugang Bahnsteig;49,2166703;6,791357;Zugang Bahnsteig - Völklingen (Saar) - 66333
Luisenthal;66333;Bahnsteig;49,2166703;6,791357;Bahnsteig - Luisenthal - 66333
Bous (Saar);66359;Bahnsteig;49,2788521;6,815701;Bahnsteig - Bous (Saar) - 66359
Hassel (Saar);66386;Bahnsteig 1;49,2775962;7,1312361;Bahnsteig 1 - Hassel (Saar) - 66386
Rohrbach (Saar);66386;Empfangsgebäude;49,2775962;7,1312361;Empfangsgebäude - Rohrbach (Saar) - 66386
Rentrisch;66386;Bahnsteig;49,2775962;7,1312361;Bahnsteig - Rentrisch - 66386
St. Ingbert;66386;Empfangsgebäude;49,2775962;7,1312361;Empfangsgebäude - St. Ingbert - 66386
St. Ingbert;66386;Bahnsteig 1;49,2775962;7,1312361;Bahnsteig 1 - St. Ingbert - 66386
Homburg (Saar) Hbf;66424;Zugang Bahnsteig;49,3253537;7,3448047;Zugang Bahnsteig - Homburg (Saar) Hbf - 66424
Homburg (Saar) Hbf;66424;Empfangsgebäude;49,3253537;7,3448047;Empfangsgebäude - Homburg (Saar) Hbf - 66424
Homburg (Saar) Hbf;66424;Zugang Bahnsteig;49,3253537;7,3448047;Zugang Bahnsteig - Homburg (Saar) Hbf - 66424
Einöd;66424;Bahnsteig;49,3253537;7,3448047;Bahnsteig - Einöd - 66424
Würzbach;66440;Bahnsteig 2;49,2390311;7,2594867;Bahnsteig 2 - Würzbach - 66440
Blieskastel-Lautzkirchen;66440;Zugang Bahnsteig;49,2390311;7,2594867;Zugang Bahnsteig - Blieskastel-Lautzkirchen - 66440
Bierbach;66440;Zugang Bahnsteig;49,2390311;7,2594867;Zugang Bahnsteig - Bierbach - 66440
Würzbach;66440;Bahnsteig 1;49,2390311;7,2594867;Bahnsteig 1 - Würzbach - 66440
Kirkel;66459;Bahnsteig 1/2;49,2953432;7,2551307;Bahnsteig 1/2 - Kirkel - 66459
Limbach (b. Homb. Saar);66459;Zugang Bahnsteig;49,2953432;7,2551307;Zugang Bahnsteig - Limbach (b. Homb. Saar) - 66459
Zweibrücken-Rosengarten;66482;Bahnsteig;49,2419805;7,3734397;Bahnsteig - Zweibrücken-Rosengarten - 66482
Zweibrücken;66482;Bahnsteig 1;49,2419805;7,3734397;Bahnsteig 1 - Zweibrücken - 66482
Stambach;66497;Bahnsteig;49,2426075;7,4428994;Bahnsteig - Stambach - 66497
Contwig;66497;Bahnsteig;49,2426075;7,4428994;Bahnsteig - Contwig - 66497
Dellfeld Ort;66503;Zugang Bahnsteig;49,2327306;7,4734806;Zugang Bahnsteig - Dellfeld Ort - 66503
Dellfeld;66503;Zugang Bahnsteig;49,2327306;7,4734806;Zugang Bahnsteig - Dellfeld - 66503
Höhmühlbach;66509;Bahnsteig;49,2485992;7,5075715;Bahnsteig - Höhmühlbach - 66509
Rieschweiler;66509;Zugang Bahnsteig;49,2485992;7,5075715;Zugang Bahnsteig - Rieschweiler - 66509
Neunkirchen (Saar) Hbf;66538;Empfangsgebäude;49,3409144;7,1787254;Empfangsgebäude - Neunkirchen (Saar) Hbf - 66538
St. Wendel;66606;Empfangsgebäude;49,4491481;7,1621763;Empfangsgebäude - St. Wendel - 66606
Merzig;66663;Zugang Bahnsteig;49,4413476;6,6079547;Zugang Bahnsteig - Merzig - 66663
Besseringen;66663;Bahnsteig;49,4413476;6,6079547;Bahnsteig - Besseringen - 66663
Merzig-Stadtmitte;66663;Zugang Bahnsteig;49,4413476;6,6079547;Zugang Bahnsteig - Merzig-Stadtmitte - 66663
Merzig;66663;Empfangsgebäude;49,4413476;6,6079547;Empfangsgebäude - Merzig - 66663
Saarhölzbach;66693;Zugang Bahnsteig;49,495263;6,5581052;Zugang Bahnsteig - Saarhölzbach - 66693
Mettlach;66693;Zugang Bahnsteig;49,495263;6,5581052;Zugang Bahnsteig - Mettlach - 66693
Beckingen (Saar);66701;Bahnsteig;49,4327833;6,7559333;Bahnsteig - Beckingen (Saar) - 66701
Nennig;66706;Empfangsgebäude;49,4733082;6,386128;Empfangsgebäude - Nennig - 66706
Besch;66706;Bahnsteig;49,4733082;6,386128;Bahnsteig - Besch - 66706
Perl;66706;Bahnsteig;49,4733082;6,386128;Bahnsteig - Perl - 66706
Saarlouis Hbf;66740;Empfangsgebäude;49,301304;6,7369506;Empfangsgebäude - Saarlouis Hbf - 66740
Saarlouis Hbf;66740;Bahnsteig;49,301304;6,7369506;Bahnsteig - Saarlouis Hbf - 66740
Dillingen (Saar);66763;Empfangsgebäude;49,3630559;6,7267532;Empfangsgebäude - Dillingen (Saar) - 66763
Dillingen (Saar);66763;Zugang Bahnsteig;49,3630559;6,7267532;Zugang Bahnsteig - Dillingen (Saar) - 66763
Siersburg;66780;Bahnsteig;49,3687508;6,6283265;Bahnsteig - Siersburg - 66780
Niedaltdorf;66780;Bahnsteig;49,3687508;6,6283265;Bahnsteig - Niedaltdorf - 66780
Fremersdorf;66780;Zugang Bahnsteig;49,3687508;6,6283265;Zugang Bahnsteig - Fremersdorf - 66780
Hemmersdorf;66780;Bahnsteig;49,3687508;6,6283265;Bahnsteig - Hemmersdorf - 66780
Ensdorf (Saar);66806;Empfangsgebäude;49,3084657;6,7779362;Empfangsgebäude - Ensdorf (Saar) - 66806
Landstuhl;66849;Zugang Bahnsteig;49,3981955;7,5602569;Zugang Bahnsteig - Landstuhl - 66849
Landstuhl;66849;Bahnsteig 2/3;49,3981955;7,5602569;Bahnsteig 2/3 - Landstuhl - 66849
Hauptstuhl;66851;Bahnsteig 1;49,38948;7,6150634;Bahnsteig 1 - Hauptstuhl - 66851
Steinalben;66851;Bahnsteig 1;49,38948;7,6150634;Bahnsteig 1 - Steinalben - 66851
Kindsbach;66862;Bahnsteig 1;49,4141625;7,6281041;Bahnsteig 1 - Kindsbach - 66862
Kusel;66869;Bahnsteig 2;49,5464931;7,4027338;Bahnsteig 2 - Kusel - 66869
Theisbergstegen;66871;Zugang Bahnsteig;49,5698373;7,3579944;Zugang Bahnsteig - Theisbergstegen - 66871
Ramstein;66877;Zugang Bahnsteig;49,4329335;7,5759509;Zugang Bahnsteig - Ramstein - 66877
Miesenbach;66877;Zugang Bahnsteig;49,4329335;7,5759509;Zugang Bahnsteig - Miesenbach - 66877
Niedermohr;66879;Zugang Bahnsteig;49,4559968;7,5281781;Zugang Bahnsteig - Niedermohr - 66879
Steinwenden;66879;Zugang Bahnsteig;49,4559968;7,5281781;Zugang Bahnsteig - Steinwenden - 66879
Obermohr;66879;Zugang Bahnsteig;49,4559968;7,5281781;Zugang Bahnsteig - Obermohr - 66879
Altenglan;66885;Bahnsteig 5;49,5498958;7,4586288;Bahnsteig 5 - Altenglan - 66885
Altenglan;66885;Zugang Bahnsteig 4;49,5498958;7,4586288;Zugang Bahnsteig 4 - Altenglan - 66885
Rammelsbach;66887;Bahnsteig 1;49,5803036;7,5135941;Bahnsteig 1 - Rammelsbach - 66887
Bruchmühlbach-Miesau;66892;Bahnsteig 2;49,4008793;7,4404873;Bahnsteig 2 - Bruchmühlbach-Miesau - 66892
Bruchmühlbach-Miesau;66892;Bahnsteig 1;49,4008793;7,4404873;Bahnsteig 1 - Bruchmühlbach-Miesau - 66892
Rehweiler;66907;Bahnsteig 1;49,4722706;7,4422981;Bahnsteig 1 - Rehweiler - 66907
Glanmünchweiler;66907;Zugang Bahnsteig;49,4722706;7,4422981;Zugang Bahnsteig - Glanmünchweiler - 66907
Matzenbach;66909;Zugang Bahnsteig;49,476997;7,3454636;Zugang Bahnsteig - Matzenbach - 66909
Pirmasens-Nord;66953;Bahnsteig 1;49,2049969;7,6042103;Bahnsteig 1 - Pirmasens-Nord - 66953
Pirmasens Hbf;66953;Bahnsteig 1/2;49,2049969;7,6042103;Bahnsteig 1/2 - Pirmasens Hbf - 66953
Rodalben;66976;Zugang Bahnsteig;49,2392932;7,6353524;Zugang Bahnsteig - Rodalben - 66976
Münchweiler an der Rodalb;66981;Zugang Bahnsteig;49,2177945;7,7047379;Zugang Bahnsteig - Münchweiler an der Rodalb - 66981
Thaleischweiler-Fröschen;66987;Zugang Bahnsteig;49,2645652;7,5750289;Zugang Bahnsteig - Thaleischweiler-Fröschen - 66987
Hinterweidenthal;66999;Bahnsteig;49,1942056;7,7568401;Bahnsteig - Hinterweidenthal - 66999
Ludwigshafen (Rhein) Hbf;67059;Empfangsgebäude;49,4788189;8,4258316;Empfangsgebäude - Ludwigshafen (Rhein) Hbf - 67059
Ludwigshafen Mitte;67059;Zugang Bahnsteig;49,4788189;8,4258316;Zugang Bahnsteig - Ludwigshafen Mitte - 67059
Ludwigshafen Mitte;67059;Zugang Bahnsteig;49,4788189;8,4258316;Zugang Bahnsteig - Ludwigshafen Mitte - 67059
Ludwigshafen Mitte;67059;Zugang Bahnsteig;49,4788189;8,4258316;Zugang Bahnsteig - Ludwigshafen Mitte - 67059
Ludwigshafen (Rhein) Hbf;67059;Empfangsgebäude;49,4788189;8,4258316;Empfangsgebäude - Ludwigshafen (Rhein) Hbf - 67059
Ludwigshafen (Rhein) Hbf;67059;Zugang Personenunterführung;49,4788189;8,4258316;Zugang Personenunterführung - Ludwigshafen (Rhein) Hbf - 67059
Ludwigshafen BASF Süd;67063;Bahnsteig;49,5020732;8,4230994;Bahnsteig - Ludwigshafen BASF Süd - 67063
Ludwigshafen BASF Süd;67063;Bahnsteig;49,5020732;8,4230994;Bahnsteig - Ludwigshafen BASF Süd - 67063
Ludwigshafen BASF Süd;67063;Bahnsteig;49,5020732;8,4230994;Bahnsteig - Ludwigshafen BASF Süd - 67063
Ludwigshafen-Rheingönheim;67065;Bahnsteig;49,4537628;8,4183208;Bahnsteig - Ludwigshafen-Rheingönheim - 67065
Ludwigshafen-Mundenheim;67065;Bahnsteig;49,4537628;8,4183208;Bahnsteig - Ludwigshafen-Mundenheim - 67065
Ludwigshafen-Oggersheim;67071;Bahnsteig 1;49,4765982;8,3508367;Bahnsteig 1 - Ludwigshafen-Oggersheim - 67071
Bad Dürkheim;67098;Bahnsteig 2/3;49,4590591;8,0944799;Bahnsteig 2/3 - Bad Dürkheim - 67098
Bad Dürkheim;67098;Bahnsteig;49,4590591;8,0944799;Bahnsteig - Bad Dürkheim - 67098
Bad Dürkheim-Trift;67098;Zugang Bahnsteig;49,4590591;8,0944799;Zugang Bahnsteig - Bad Dürkheim-Trift - 67098
Schifferstadt;67105;Zugang Bahnsteig;49,3773021;8,3793401;Zugang Bahnsteig - Schifferstadt - 67105
Schifferstadt Süd;67105;Zugang Bahnsteig;49,3773021;8,3793401;Zugang Bahnsteig - Schifferstadt Süd - 67105
Limburgerhof;67117;Bahnsteig 4;49,4118819;8,3961059;Bahnsteig 4 - Limburgerhof - 67117
Deidesheim;67146;Bahnsteig 2;49,4078457;8,1874165;Bahnsteig 2 - Deidesheim - 67146
Deidesheim;67146;Bahnsteig 1;49,4078457;8,1874165;Bahnsteig 1 - Deidesheim - 67146
Wachenheim (Pf);67157;Bahnsteig 1;49,4404976;8,1818165;Bahnsteig 1 - Wachenheim (Pf) - 67157
Erpolzheim;67167;Bahnsteig;49,4884226;8,2220517;Bahnsteig - Erpolzheim - 67167
Frankenthal;67227;Vorplatz;49,5431853;8,3512342;Vorplatz - Frankenthal - 67227
Flomersheim;67227;Bahnsteig;49,5431853;8,3512342;Bahnsteig - Flomersheim - 67227
Frankenthal Süd;67227;Bahnsteig 2/3;49,5431853;8,3512342;Bahnsteig 2/3 - Frankenthal Süd - 67227
Frankenthal Süd;67227;Bahnsteig 1;49,5431853;8,3512342;Bahnsteig 1 - Frankenthal Süd - 67227
Frankenthal;67227;Vorplatz;49,5431853;8,3512342;Vorplatz - Frankenthal - 67227
Bobenheim;67240;Zugang Bahnsteig;49,5774174;8,3599128;Zugang Bahnsteig - Bobenheim - 67240
Lambsheim;67245;Bahnsteig;49,5072799;8,2888642;Bahnsteig - Lambsheim - 67245
Freinsheim;67251;Bahnsteig 1/2;49,5121283;8,2128652;Bahnsteig 1/2 - Freinsheim - 67251
Freinsheim;67251;Bahnsteig 9/10;49,5121283;8,2128652;Bahnsteig 9/10 - Freinsheim - 67251
Weisenheim (a.Sand);67256;Bahnsteig 1;49,5148903;8,2459318;Bahnsteig 1 - Weisenheim (a.Sand) - 67256
Grünstadt;67269;Bahnsteig 5/7;49,5622581;8,1565096;Bahnsteig 5/7 - Grünstadt - 67269
Asselheim;67269;Bahnsteig;49,5622581;8,1565096;Bahnsteig - Asselheim - 67269
Grünstadt;67269;Bahnsteig 4/5;49,5622581;8,1565096;Bahnsteig 4/5 - Grünstadt - 67269
Grünstadt-Nord;67269;Zugang Bahnsteig;49,5622581;8,1565096;Zugang Bahnsteig - Grünstadt-Nord - 67269
Mertesheim;67271;Zugang Bahnsteig;49,5430579;8,1380431;Zugang Bahnsteig - Mertesheim - 67271
Herxheim a. Berg;67273;am Gemeindehaus;49,512372;8,1507912;am Gemeindehaus - Herxheim a. Berg - 67273
Bockenheim-Kindenheim;67278;Bahnsteig;49,6065107;8,1830872;Bahnsteig - Bockenheim-Kindenheim - 67278
Ebertsheim;67280;Bahnsteig;49,5658247;8,1059445;Bahnsteig - Ebertsheim - 67280
Kirchheim (Wstr);67281;Bahnsteig;49,5379495;8,1804938;Bahnsteig - Kirchheim (Wstr) - 67281
Albsheim (Eis);67283;Zugang Bahnsteig 1;49,5924541;8,2054368;Zugang Bahnsteig 1 - Albsheim (Eis) - 67283
Eisenberg (Pf);67304;Bahnsteig;49,5647813;8,0476546;Bahnsteig - Eisenberg (Pf) - 67304
Ramsen;67305;Zugang Bahnsteig;49,5371094;8,0131001;Zugang Bahnsteig - Ramsen - 67305
Speyer;67346;Bahnsteig 1;49,3272223;8,4352179;Bahnsteig 1 - Speyer - 67346
Speyer;67346;Bahnsteig 2/3;49,3272223;8,4352179;Bahnsteig 2/3 - Speyer - 67346
Speyer Nord-West;67346;Bahnsteig 2;49,3272223;8,4352179;Bahnsteig 2 - Speyer Nord-West - 67346
Berghausen (Pf);67354;Bahnsteig 1;49,2736371;8,3998815;Bahnsteig 1 - Berghausen (Pf) - 67354
Heiligenstein (Pf);67354;Bahnsteig 1;49,2736371;8,3998815;Bahnsteig 1 - Heiligenstein (Pf) - 67354
Lingenfeld;67360;Bahnsteig 1;49,2418793;8,3454993;Bahnsteig 1 - Lingenfeld - 67360
Neustadt Süd;67433;Zugang Bahnsteig;49,358965;8,1361817;Zugang Bahnsteig - Neustadt Süd - 67433
Neustadt (Weinstr) Hbf;67434;Empfangsgebäude;49,3370281;8,0850242;Empfangsgebäude - Neustadt (Weinstr) Hbf - 67434
Neustadt-Böbig;67434;Bahnsteig 1;49,3370281;8,0850242;Bahnsteig 1 - Neustadt-Böbig - 67434
Neustadt (Weinstr) Hbf;67434;Zugang Personenunterführung;49,3370281;8,0850242;Zugang Personenunterführung - Neustadt (Weinstr) Hbf - 67434
Neustadt-Böbig;67434;Bahnsteig 2;49,3370281;8,0850242;Bahnsteig 2 - Neustadt-Böbig - 67434
Neustadt (Weinstr) Hbf;67434;Zugang Personenunterführung;49,3370281;8,0850242;Zugang Personenunterführung - Neustadt (Weinstr) Hbf - 67434
Mußbach;67435;Bahnsteig 2;49,3281431;8,2105724;Bahnsteig 2 - Mußbach - 67435
Haßloch;67454;Zugang Bahnsteig;49,3445569;8,2667228;Zugang Bahnsteig - Haßloch - 67454
Haßloch;67454;Bahnsteig 2/3;49,3445569;8,2667228;Bahnsteig 2/3 - Haßloch - 67454
Böhl-Iggelheim;67459;Bahnsteig 2;49,3609433;8,3229786;Bahnsteig 2 - Böhl-Iggelheim - 67459
Böhl-Iggelheim;67459;Bahnsteig 1;49,3609433;8,3229786;Bahnsteig 1 - Böhl-Iggelheim - 67459
Lambrecht (Pf);67466;Bahnsteig 2/3;49,3734018;8,0762658;Bahnsteig 2/3 - Lambrecht (Pf) - 67466
Frankenstein (Pf);67468;Zugang Bahnsteig;49,4322727;7,9649634;Zugang Bahnsteig - Frankenstein (Pf) - 67468
Neidenfels;67468;Zugang Bahnsteig;49,4322727;7,9649634;Zugang Bahnsteig - Neidenfels - 67468
Weidenthal;67475;Zugang Bahnsteig;49,4217532;7,9906672;Zugang Bahnsteig - Weidenthal - 67475
Edenkoben;67480;Vorplatz;49,2933076;8,0533059;Vorplatz - Edenkoben - 67480
Edesheim (Pf);67483;Zugang Bahnsteig;49,2617724;8,1344324;Zugang Bahnsteig - Edesheim (Pf) - 67483
Maikammer-Kirrweiler;67487;Zugang Bahnsteig;49,3004123;8,1015511;Zugang Bahnsteig - Maikammer-Kirrweiler - 67487
Worms;67547;Zugang Bahnsteig;49,6290294;8,3703118;Zugang Bahnsteig - Worms - 67547
Worms;67547;Empfangsgebäude;49,6290294;8,3703118;Empfangsgebäude - Worms - 67547
Worms;67547;Bahnsteig 1;49,6290294;8,3703118;Bahnsteig 1 - Worms - 67547
Worms-Pfeddersheim;67551;Bahnsteig 2;49,6080857;8,3320035;Bahnsteig 2 - Worms-Pfeddersheim - 67551
Osthofen;67574;Bahnsteig 1;49,7049676;8,3149352;Bahnsteig 1 - Osthofen - 67574
Alsheim;67577;Zugang Bahnsteig 1;49,7656578;8,3402474;Zugang Bahnsteig 1 - Alsheim - 67577
Mettenheim;67582;Zugang Bahnsteig;49,7429604;8,3229467;Zugang Bahnsteig - Mettenheim - 67582
Guntersblum;67583;Bahnsteig 1;49,7956366;8,3418506;Bahnsteig 1 - Guntersblum - 67583
Monsheim;67590;Zugang Bahnsteig;49,6356765;8,2137957;Zugang Bahnsteig - Monsheim - 67590
Hohen-Sülzen;67591;Bahnsteig;49,6189708;8,2247439;Bahnsteig - Hohen-Sülzen - 67591
Nieder Flörsheim-Dalsheim;67592;Zugang Bahnsteig;49,6561483;8,2048507;Zugang Bahnsteig - Nieder Flörsheim-Dalsheim - 67592
Gundersheim (Rheinh);67598;Bahnsteig;49,693021;8,1945775;Bahnsteig - Gundersheim (Rheinh) - 67598
Kaiserslautern;67655;Empfangsgebäude;49,4428274;7,7729268;Empfangsgebäude - Kaiserslautern - 67655
Galgenschanze;67655;Bahnsteig 1;49,4428274;7,7729268;Bahnsteig 1 - Galgenschanze - 67655
Kaiserslautern;67655;Empfangsgebäude;49,4428274;7,7729268;Empfangsgebäude - Kaiserslautern - 67655
Kaiserslautern;67655;Personenunterführung;49,4428274;7,7729268;Personenunterführung - Kaiserslautern - 67655
Kaiserslautern Pfaffwerke;67655;Zugang Bahnsteig;49,4428274;7,7729268;Zugang Bahnsteig - Kaiserslautern Pfaffwerke - 67655
Kaiserslautern;67655;Personenunterführung;49,4428274;7,7729268;Personenunterführung - Kaiserslautern - 67655
Kaiserslautern;67655;Empfangsgebäude;49,4428274;7,7729268;Empfangsgebäude - Kaiserslautern - 67655
Kaiserslautern West;67659;Zugang Bahnsteig;49,4677439;7,7446913;Zugang Bahnsteig - Kaiserslautern West - 67659
Vogelweh;67661;Zugang Bahnsteig;49,4083381;7,7156151;Zugang Bahnsteig - Vogelweh - 67661
Hohenecken;67661;Zugang Bahnsteig;49,4083381;7,7156151;Zugang Bahnsteig - Hohenecken - 67661
Einsiedlerhof;67661;Bahnsteig 1;49,4083381;7,7156151;Bahnsteig 1 - Einsiedlerhof - 67661
Kennelgarten;67661;Bahnsteig 1/2;49,4083381;7,7156151;Bahnsteig 1/2 - Kennelgarten - 67661
Enkenbach;67677;Bahnsteig 22/23;49,4931066;7,8988499;Bahnsteig 22/23 - Enkenbach - 67677
Hochspeyer;67691;Bahnsteig 1/2;49,4436991;7,8956605;Bahnsteig 1/2 - Hochspeyer - 67691
Schopp;67707;Bahnsteig 1;49,3521825;7,6893505;Bahnsteig 1 - Schopp - 67707
Waldfischbach;67714;Zugang Bahnsteig;49,2888517;7,6702504;Zugang Bahnsteig - Waldfischbach - 67714
Winnweiler;67722;Bahnsteig;49,5732279;7,850755;Bahnsteig - Winnweiler - 67722
Winnweiler;67722;Zugang Bahnsteig;49,5732279;7,850755;Zugang Bahnsteig - Winnweiler - 67722
Münchweiler-Alsenz;67728;Bahnsteig;49,5404806;7,8800886;Bahnsteig - Münchweiler-Alsenz - 67728
Lampertsmühle-Otterbach;67731;Zugang Bahnsteig;49,4854512;7,7340152;Zugang Bahnsteig - Lampertsmühle-Otterbach - 67731
Hirschhorn (Pfalz);67732;Zugang Bahnsteig;49,5214501;7,6777579;Zugang Bahnsteig - Hirschhorn (Pfalz) - 67732
Sulzbachtal;67734;Zugang Bahnsteig;49,5029235;7,6777342;Zugang Bahnsteig - Sulzbachtal - 67734
Katzweiler;67734;Zugang Bahnsteig;49,5029235;7,6777342;Zugang Bahnsteig - Katzweiler - 67734
